reservoir_id,AREA_SKM,CAP_MCM,CATCH_SKM,DAM_HGT_M,ELEV_MASL,LAT,LON
10,1.15,24.0,60.01258,65.73,1319.0,40.61252378961576,-4.221482484547186
25,1.67,20.0,247.722496,44.5,110.28,37.53220205228239,-6.283464668338153
33,1.77,22.0,806.642944,37.6,662.12,40.52978193761102,-6.4816136770175605
36,16.46,247.0,554.384512,48.0,943.3,42.795091092388176,-4.287344121739031
52,43.85,879.0,2507.140096,70.38,278.98,38.78746085262364,-6.268303064335873
53,68.4,1118.0,2945.070848,67.0,814.0,39.56435486926958,-2.112250166660692
58,3.36,91.0,203.179344,90.0,267.0,42.39975020321595,-8.190412974820521
68,5.8,20.0,47278.1824,23.35,15.35,37.51858499799669,-5.976243630842526
79,5.8,173.0,380.753312,73.5,922.52,41.00858162469012,-3.02478278721139
84,3.68,114.0,72062.533632,139.5,333.0,41.21167844432353,-6.685785895405362
93,2.23,14.0,844.440448,47.0,303.0,38.22320839990423,-1.5995276832588503
110,9.3,65.0,189.359104,66.8,469.69,42.70627432045142,-1.9424990309618757
116,79.4,2649.0,7029.84448,202.0,732.0,41.2714941883684,-6.32020866939067
126,1.83,23.0,17.592754,49.32,843.0,43.09473278626372,-3.999959427782458
132,1.03,16.0,217.590224,64.15,129.65,38.53372204155198,-0.2647868231143145
143,36.3,600.0,750.456064,69.5,116.5,37.62519579322198,-7.400502871575167
151,2.01,37.0,57.678612,79.0,162.5,43.21230153008607,-1.875245447290588
153,8.44,129.0,400.901152,59.5,345.5,37.90788968450591,-6.451845093912289
160,2.7,38.0,2530.85824,31.5,35.7,43.47709268534148,-6.730168412470145
165,2.8,14.0,1382.400256,22.0,69.0,36.751339378621374,-5.795583100092626
171,3.87,139.0,1433.60192,107.0,603.0,40.08601140764478,-0.5484827632719177
173,7.64,167.0,397.109088,77.5,215.0,38.02100765901684,-4.441238094209731
174,1.12,10.0,459.722304,33.0,416.66,38.17239781975271,-1.7335303235367026
179,1.27,22.0,104.450336,47.2,1143.8,42.26394295095481,-3.3395714465146997
183,1.43,21.0,827.442944,54.0,978.96,40.36399506438495,-1.2048948415749872
216,2.84,37.0,357.232768,44.71,911.14,41.07533257747947,-2.7850622808114296
217,10.7,425.0,934.837824,141.4,873.4,40.91196214106357,-3.4734871719805587
231,12.5,84.0,34858.278912,55.0,357.0,39.77793462448877,-5.089117158533514
234,3.65,109.0,504.41824,102.35,632.35,42.1219673715639,1.8783426277657531
255,8.2,238.0,724.310528,107.0,654.2,42.24645747729405,-7.16715808082525
256,6.64,85.0,1516.723712,65.5,448.99,42.12423078074054,0.3111478290626586
257,25.4,231.0,362.01584,30.0,42.0,36.37044292973538,-5.741441732957311
259,2.0,33.0,1204.644352,73.5,213.5,43.32062307802154,-6.304152076865696
260,10.63,340.0,829.613952,109.0,625.0,42.57746699231775,-6.560291386216242
284,2.06,24.0,1448.799616,48.0,150.67,42.86496919006788,-8.79707815755296
285,11.22,308.0,486.024768,96.2,1111.2,42.84971761197054,-5.863724700824707
290,0.93,22.0,81.026288,86.0,1437.5,42.57871331614974,0.7587467425305989
311,2.55,53.0,476.493312,56.9,846.0,40.93386514215442,-3.1960074805904517
312,19.1,654.0,4358.391808,129.0,332.0,42.62877715850456,-7.712393868818466
314,7.02,69.0,492.540448,43.0,159.0,38.93970904446421,-0.477464632718317
316,11.98,328.0,1652.084096,99.0,185.0,37.901787897533566,-5.210517328794264
317,1.02,12.0,1765.980672,37.0,97.5,37.824722510642914,-5.237208101582801
319,7.22,221.0,4264.304128,110.0,530.0,39.72646788110617,-1.098602571020541
324,2.68,27.0,463.919168,53.0,320.65,38.81491699139416,-0.3561554453371236
328,2.43,70.0,535.167072,87.0,367.0,36.87632321364803,-3.027558357955343
333,5.58,91.0,282.895296,67.19,831.99,36.99606480714897,-3.8936336188781047
342,1.7,54.0,356.837664,134.0,488.8,36.915204268540165,-3.5401619065021865
351,3.63,60.0,183.039296,63.0,160.0,42.34057970751784,2.833176631893356
356,5.1,31.0,7407.744512,36.0,643.0,40.363245856078485,-2.818681193188389
358,2.54,54.0,176.388624,48.09,973.09,37.76224897072205,-2.9031335478339444
365,8.9,88.0,315.094272,6.3,315.05,40.13277182670136,-6.585707559689673
369,23.41,200.0,1346.62592,59.1,108.5,36.7905754975446,-5.76131138175757
380,19.75,823.0,1510.766592,124.0,184.0,37.82682014922471,-5.044028582934704
386,3.12,64.0,290.5168,90.0,1088.0,42.680981590358286,-0.3157612565343441
391,82.56,1651.0,3311.03616,78.7,714.28,40.39922274179145,-2.7838218205010112
400,1.32,14.0,837.501504,39.8,876.5,41.33731118949975,-3.885412406686281
401,9.1,198.0,1044.33856,91.0,730.0,40.42468081509875,-4.533923390641467
427,4.45,59.0,512.41456,52.95,281.85,37.72222689736105,-6.088966254327985
430,3.12,54.0,2667.128064,63.5,443.5,40.91547461374744,-0.2112127518038116
441,6.24,163.0,2800.430592,103.0,337.17,41.90794636384881,0.8868308691860242
442,3.2,36.0,2743.11808,43.5,357.36,38.33995807726393,-1.6487949710002512
461,3.88,70.0,254.347664,75.5,1292.2,42.89910493019482,-4.737489051004692
474,1.63,69.0,191.760256,146.94,964.94,37.160468905521306,-3.480476064616985
481,7.15,26.0,394.7512,21.0,226.4,38.964354457914666,-6.52263624246441
484,0.97,15.0,42.491008,57.0,629.5,39.393109561131645,-5.390441503034283
489,15.69,678.0,1653.803776,151.0,508.0,41.97855598971434,0.6123258624874818
500,3.77,21.0,45055.451136,23.1,23.1,37.592533367139175,-5.811755759318422
526,3.91,18.0,23393.206272,20.75,140.0,37.974582088850006,-4.492120151941274
556,1.12,23.0,186.834032,76.0,160.0,36.80441203002383,-4.495712191595413
571,6.14,82.0,3659.313664,56.0,234.0,41.135878901496405,0.0006362755374355
587,7.5,44.0,27201.09568,26.0,427.0,39.833565075176594,-4.294948208929211
592,7.9,60.0,13435.67872,30.0,90.0,42.29250035367299,-8.116410270224634
593,1.8,27.0,63380.959232,55.0,568.0,41.57537725830123,-6.187224679767023
594,3.94,59.0,838.270016,67.0,1054.5,40.72452791568189,-4.697189352717661
598,0.47,22.0,1152.608768,35.5,555.5,39.8064449994338,-3.752949721680492
603,0.47,16.0,27.855,70.0,1783.5,42.58555583681621,0.8541154365392121
604,1.5,11.0,4007.311104,17.0,385.64,40.013318,-4.70644
611,14.0,260.0,58571.3664,66.0,120.0,39.66378218397435,-7.539997334355419
616,4.73,45.0,96.902872,34.0,35.0,36.299322019440645,-5.774432155036631
620,17.32,437.0,2592.900864,102.0,437.2,38.365552244977366,-1.7760364597679472
629,13.94,256.0,569.204928,67.0,891.75,42.01915482668876,-6.459322919156012
644,0.91,10.0,57.984308,36.5,1042.5,42.86605050301189,-4.527680610071181
647,2.45,61.0,124.856752,85.0,911.5,42.26297500635537,-7.386540572549727
648,22.39,341.0,2156.16128,85.0,66.0,37.558466405518615,-7.52075869531674
659,5.08,73.0,91.381368,71.7,88.0,36.23220045297867,-5.544161642969464
686,65.67,1505.0,24599.580672,80.5,429.5,39.3736228840571,-5.016124874748561
692,0.8,12.0,80.133256,62.35,488.75,41.24958066652503,0.91387435175829
701,0.49,12.0,87.940184,116.0,780.85,43.13273123918324,-4.389100327761639
711,2.49,42.0,231.792112,65.19,816.55,37.3996522368043,-3.723261041671637
716,3.76,95.0,314.857312,77.7,1222.7,42.86085486811277,-4.826935378705347
724,6.31,72.0,858.286912,48.0,551.0,41.94425245327179,-8.034929213969045
725,5.46,84.0,272.301216,74.1,344.1,36.93330161613545,-4.8037489050224895
731,15.18,361.0,3306.350592,129.0,679.0,39.54356345202079,-1.5031629408405414
735,3.01,34.0,5651.461632,45.35,218.25,37.34925631751053,-4.721161430280082
741,6.3,113.0,16387.144704,116.0,332.0,39.26164039862505,-0.9183376814328764
782,1.85,14.0,652.3408,51.44,646.44,37.27450948920481,-3.683170581221154
785,22.89,249.0,540.142784,40.4,1085.75,41.8758185914929,-2.7040196691191483
790,1.9,22.0,652.915392,65.0,581.93,40.98720736029265,-0.6926810226262564
793,5.26,169.0,2143.240704,116.8,191.3,37.32759300668524,-1.896735649558949
829,3.47,96.0,2308.390656,94.6,110.2,43.3859477863689,-6.825253038638519
834,2.9,23.0,8667.405312,31.95,344.0,37.92547829959005,-3.313280100978464
843,62.53,540.0,475.57328,34.14,840.0,42.96994686086259,-4.051694482087695
846,1.03,11.0,50.87226,37.0,807.0,42.335330085911366,-7.5208951173472
856,2.55,11.0,16238.078976,32.0,326.5,39.240945746312455,-1.0345007841562124
863,1.78,15.0,2429.030656,33.0,282.0,38.16454868597486,-3.992878746726564
869,32.13,803.0,3855.632384,87.35,723.2,40.49308513912124,-2.750821896000123
877,4.0,152.0,745.761664,125.0,823.5,42.32635608803457,0.7440169947224122
881,4.61,92.0,509.486464,78.0,190.0,39.128629,-0.698447
902,1.23,22.0,72.961688,51.0,630.0,42.9720260930111,-1.5144209641276762
903,4.25,123.0,397.365024,103.0,321.0,43.40719844361753,-8.011057085676198
916,11.73,246.0,678.748736,100.4,454.0,38.17964562355259,-3.5702244004628128
917,12.5,104.0,326.96016,32.0,286.0,42.98792545834777,-9.011100983045504
923,3.2,11.0,82386.04288,26.3,44.5,41.23245872099042,0.5475475974343155
938,2.31,37.0,1068.181952,68.4,389.1,39.34070273384476,-0.8647674764120894
945,2.34,58.0,196.845376,87.85,959.85,37.31272466051135,-3.253615745749915
949,2.74,19.0,134.47576,37.65,719.65,38.558512120830194,-3.629730978085892
956,4.66,44.0,15140.555776,33.0,69.0,42.15574612274612,-8.19287681371056
958,8.9,210.0,1220.15616,82.0,601.4,38.391249136194006,-2.2083428115799277
970,46.83,911.0,1845.196928,73.0,388.0,40.22127086769421,-6.133242217705484
971,3.26,60.0,363.80608,79.0,131.0,41.195665,1.331795
993,37.28,554.0,25961.193472,65.9,364.0,39.14436106656653,-5.184417972535216
996,3.74,21.0,170.367552,23.36,359.65,39.18905711098182,-5.359961454696067
1019,7.36,42.0,167.891744,16.64,626.54,39.1285987626873,-3.937646244082012
1026,2.5,36.0,1719.755904,49.5,56.0,37.56727330258914,-6.049053782303766
1033,24.93,475.0,2877.32352,89.0,355.5,38.09119965608436,-3.512733846261344
1038,1.52,33.0,45.884336,70.5,996.5,42.17378059820313,-2.672752612846768
1047,12.98,400.0,2140.492672,130.0,453.0,42.15119680117665,0.2344529786391077
1062,36.7,800.0,708.1936,78.0,110.0,36.66805110488783,-5.786804098246277
1064,13.5,163.0,1346.846208,55.0,352.0,38.16152761381537,-3.4779541067875366
1065,0.68,13.0,72.440848,77.2,382.65,38.67993832868103,-0.1917802973025492
1066,7.8,126.0,1107.610752,74.4,367.0,36.941431367304354,-4.797820872700006
1068,7.61,147.0,1220.449152,61.15,212.65,38.04202926341889,-4.673454342078033
1070,14.0,347.0,1225.5904,96.27,602.27,38.36349231679594,-2.9139788189651
1075,7.75,153.0,474.990976,84.0,367.0,36.9401923769155,-4.80047539979022
1078,4.35,87.0,149.414544,71.0,78.0,36.30876658850322,-5.461459827864524
1083,2.23,20.0,130.09912,31.75,360.65,39.48729319393137,-6.297619179343959
1089,0.72,11.0,80.331152,50.0,178.0,41.09876421272441,0.7515882271383465
1091,1.24,13.0,1910.856704,48.0,332.0,40.18034760374205,-6.142271272043272
1125,2.83,24.0,79.906664,37.0,328.0,39.152466642770094,-6.4328889222388455
1145,7.98,135.0,466.350112,73.0,280.0,37.7696353017175,-5.685213944247768
1146,9.0,135.0,355.339392,76.0,219.0,36.66137055616432,-5.561925337132281
1156,0.53,14.0,138.388336,41.0,814.18,42.98492612019095,-1.1574719083442295
1165,11.0,418.0,511.237248,122.0,592.0,42.80248233523665,-1.360898961810184
1167,24.71,920.0,4697.652736,121.6,426.0,37.27615297154334,-4.386872568602941
1172,12.42,325.0,2223.931392,90.0,357.6,38.22477322289313,-3.97405826871148
1188,6.67,59.0,378.301376,42.5,372.5,40.06059991984042,-6.042598965785247
1197,104.0,3162.0,51694.350336,130.0,223.0,39.731034807109424,-6.885101656818188
1198,7.16,113.0,247.052224,77.0,150.65,37.74791084909864,-5.484824681299074
1199,12.49,318.0,274.284224,77.6,1097.6,42.92892387438089,-5.293065861390946
1226,1.14,25.0,113.612952,79.6,1286.6,42.7502137833063,-0.3143864551586326
1255,1.05,25.0,164.948784,95.0,121.0,36.75841737283512,-4.432464900027409
1257,4.0,51.0,756.13184,35.6,916.6,41.527351970674246,-3.5559297727266346
1272,3.3,79.0,188.659744,122.3,810.3,42.09972134482342,1.582811320136876
1285,3.64,73.0,4871.770112,78.67,322.5,39.665525234790096,-0.9132476676830346
1290,10.87,104.0,33.32772,34.0,292.0,41.82336288366127,-1.3217937627426786
1306,1.34,20.0,77.140912,53.5,803.5,41.57471461980634,-1.7603451515415764
1321,2.35,68.0,247.527408,80.0,932.0,42.158172941034685,-2.9117079688017813
1324,10.43,91.0,237.074384,40.0,896.5,40.70685204631533,-3.818765843544203
1333,2.61,18.0,1477.305984,56.5,138.22,40.0282904273859,-0.1639699566842326
1336,5.64,43.0,547.321088,29.0,766.0,38.69228198430042,-3.2766609823964314
1339,2.92,13.0,20277.635072,19.88,193.88,38.0582214679516,-4.186227332009137
1342,1.1,20.0,59.45714,55.07,286.07,38.091698247211816,-4.339220475682302
1364,17.14,435.0,1842.560512,92.0,529.5,42.3136174145803,0.2107375444618369
1367,14.6,186.0,1721.79392,50.25,87.25,37.72291021619435,-5.882882935911907
1378,75.4,1534.0,57304.121344,37.5,124.5,41.24701707062065,-0.057856814269903
1395,3.63,58.0,992.472192,61.55,160.0,37.664790503520194,-6.185620636095861
1421,3.87,34.0,1193.810304,41.4,355.5,38.532928698249854,-6.121679195865033
1445,1.23,10.0,30.953032,15.5,822.39,41.38034345630816,-2.178165428442908
1450,2.03,43.0,150.160288,86.0,585.0,42.18258300989892,-0.3614057716345505
1455,0.74,10.0,1554.103168,42.0,292.0,42.39099602739357,-7.218343795416879
1462,2.9,11.0,42772.250624,22.09,208.21,38.92366105988055,-6.428680941278171
1463,5.5,105.0,556.436096,60.3,571.3,38.525307173110015,-4.100098375564116
1485,1.4,20.0,29.299568,39.0,834.3,39.23898444347,-0.9281374579530072
1494,1.2,26.0,16440.356864,86.0,247.27,39.27761468243538,-0.8514061453591562
1502,7.46,33.0,370.9576,25.0,372.0,40.04820994809033,-5.142360583893028
1525,23.49,571.0,3890.592768,74.84,642.34,37.56116370220701,-2.9547883419646124
1544,3.65,36.0,1340.633472,42.5,787.5,41.97804556142839,-6.141391846314052
1558,4.33,84.0,2680.62208,102.0,520.04,42.09270218267336,1.2940696835853815
1564,1.39,22.0,47.70592,59.0,310.0,43.16041526688191,-3.2838884640377817
1565,48.63,808.0,26401.6896,63.45,320.0,38.9860240978081,-5.538043424795927
1579,1.62,35.0,109.808912,73.0,1233.0,42.08903242740274,-2.610131019711704
1590,2.63,31.0,269.242592,43.0,886.0,41.050474753779326,-2.939943364592758
1611,5.28,43.0,526.748352,35.0,632.0,40.53877732583897,-3.7889310983881614
1640,5.35,182.0,4594.028544,94.0,196.5,42.46513716839791,-7.723744470293007
1643,12.72,246.0,35.208988,66.3,110.54,38.03275050537513,-0.8755436688081307
1645,3.95,41.0,216.047024,52.5,830.5,40.75662852034477,-3.625089084458824
1649,2.24,19.0,9120.822272,32.2,322.5,37.90911027547194,-3.412771560089927
1657,1.49,18.0,65.097504,46.5,619.03,40.81943756472499,0.1342301843447862
1665,3.21,15.0,1698.786048,61.0,541.0,42.38338271268857,-0.7355496562892164
1673,4.25,50.0,941.70368,50.0,737.5,39.06030724891139,-3.00679625803144
1674,1.37,12.0,3372.74112,35.8,397.42,42.45644929164395,-6.819420307777501
1698,0.7,10.0,137.678816,47.0,1042.0,42.101940571796426,-6.990326219250486
1699,0.91,15.0,2035.430016,59.0,520.0,40.33331753251562,-4.249171230786365
1727,4.8,38.0,262.536112,32.6,1090.0,40.9449545716559,-3.7741188727805866
1730,11.1,213.0,1089.689344,87.0,342.5,37.98421951601907,-5.954273183903651
1767,11.83,536.0,158.202304,141.0,886.0,42.114437675644325,-7.209227077766833
1771,1.41,31.0,124.768136,82.54,920.25,37.804008301828695,-2.787301058278265
1773,12.05,297.0,1180.92544,93.0,257.0,42.85620761887033,-8.190338794242631
1786,6.06,122.0,259.721952,85.0,847.0,42.31067475072558,-7.040662383833754
1796,3.22,62.0,309.985056,70.1,278.0,37.12977154945404,-5.243308676796868
1803,20.0,281.0,985.279168,56.0,447.0,38.08606718013385,-4.92546965062075
1807,5.93,26.0,1409.872,78.0,474.0,37.73473360819014,-1.8192257527697109
1808,2.8,53.0,693.285056,64.25,955.75,40.99315101101252,-3.571462991187345
1828,0.42,14.0,103.98236,133.1,1041.1,37.203297049275285,-3.4380268232027835
1829,1.28,33.0,103.479264,83.55,788.55,37.63300532299917,-3.728508779062241
1840,2.36,42.0,35.256132,80.0,274.0,37.88751503925811,-1.3856670527798811
1880,3.33,66.0,259.298256,57.0,1083.0,42.906207230697206,-4.529456040142269
1887,5.53,61.0,300.931584,53.0,189.0,37.84138968208092,-5.34934339740937
1895,15.05,403.0,3296.13312,99.0,436.0,41.93989287872714,1.1927935905448896
1898,21.65,641.0,603.66496,100.6,1102.5,42.93374639703215,-5.084752886301798
1902,20.29,210.0,82137.980928,60.0,76.0,41.24361469266259,0.4325981080076422
1904,1.62,33.0,134.88376,54.0,401.35,43.4591083393592,-7.829852166314575
1907,47.9,1003.0,16041.43104,99.57,685.0,41.52746774850395,-5.985432776980213
1924,3.26,50.0,408.021504,56.0,1010.45,40.98460135971941,-3.64825393554587
1934,2.99,46.0,186.438752,56.5,345.5,40.13484460376901,-6.632850123226993
1951,13.91,82.0,1757.244288,37.5,308.8,40.11034693579412,-5.323781887949058
1953,1.6,28.0,349.966272,71.0,961.0,42.9069858311664,-6.35038478697801
1960,3.97,44.0,132.886408,42.8,392.8,39.267439745257526,-5.495980212766703
1961,3.97,42.0,132.886408,43.0,393.05,39.267414,-5.495825
1964,3.09,113.0,1081.73888,132.0,250.0,36.86050991761186,-3.49543042598613
1965,7.26,139.0,576.957504,68.0,347.85,38.16061319980189,-3.8053312572777673
1976,7.03,87.0,151.028064,50.0,835.5,41.924656328223975,-7.943132132230964
1980,7.44,238.0,1782.414592,128.0,225.67,43.23641294934276,-6.847514525462994
1984,4.0,14.0,183.529776,21.4,395.25,39.363901432741,-6.304647274274293
2007,5.74,110.0,157.2404,91.63,1064.13,37.85753190085615,-2.6493686930756346
2011,7.37,213.0,7197.084672,115.0,231.0,42.41436937622164,-7.649665229132942
2017,6.57,138.0,2003.983616,78.0,583.0,40.37307190178017,-4.31198048148124
2024,1.4,10.0,7166.86592,24.0,248.17,41.85323939387224,0.8358832376213701
2028,1.75,10.0,4496.178176,19.7,291.5,42.39045881657489,-7.173347974239148
2044,1.44,24.0,303.636608,59.5,531.5,41.96292413460025,1.605601581488917
2048,10.14,157.0,1307.100544,57.5,162.0,37.955264304859256,-4.627048839336168
2051,2.36,45.0,109.623128,60.0,1200.1,42.14434195599268,-6.94769548536478
2067,7.68,237.0,1784.313856,99.6,380.3,41.88250610035292,0.5808495795800241
2076,0.41,10.0,308.034272,73.0,528.0,42.34834536549245,-7.063979877738366
2091,25.79,496.0,1871.728,60.0,887.2,40.66686596077774,-5.601280666882784
2099,3.82,48.0,1223.921152,50.5,584.35,40.772565746655744,-0.317694043143879
2101,2.63,22.0,154.014064,52.0,101.5,38.09537905043995,-1.088505655077065
2109,5.73,151.0,1540.198144,83.0,426.5,41.96783752931916,2.412800965633954
2111,5.89,182.0,75179.425792,83.0,194.5,41.04712880821809,-6.804019653145453
2126,1.19,11.0,6238.057984,22.2,257.1,42.450804407788986,-7.251221235270083
2127,139.49,3219.0,7441.91488,90.45,355.55,38.91272912410766,-5.413305422726827
2138,3.34,49.0,2511.495424,58.0,167.5,40.01006281796205,-0.2311457024203789
2140,5.52,40.0,423.509504,33.0,503.0,38.25798281851832,-5.222814396283277
2141,15.76,232.0,218.178352,54.13,336.63,39.193262662380285,-5.6451004325420655
2153,2.8,18.0,4705.962496,39.3,512.8,42.76712662077322,-3.1002132925261265
2175,18.4,189.0,315.872992,34.0,420.0,42.10257519508196,-0.6768121154394732
2180,4.63,233.0,1793.532288,135.0,357.0,41.97922636092526,2.526873506374242
2188,0.84,10.0,302.777152,39.0,956.0,38.191952,-2.262497
2190,4.0,68.0,571.503296,62.0,964.0,40.83915235880168,-2.617736601436797
2193,9.73,227.0,2057.390208,86.0,502.05,42.17958959386408,0.9131979571385362
2197,2.95,35.0,768.784896,46.0,512.4,38.50859691931153,-1.8647051470767952
2203,1.59,33.0,256.038048,95.0,495.0,43.220949729241504,-5.427760570046327
2222,3.1,33.0,2496.204288,47.0,374.05,42.04841160228997,0.8935741609020015
2235,1.58,12.0,380.46816,40.0,1156.35,40.21006662184617,-1.9221536626812463
2261,17.83,183.0,756.54816,51.0,675.5,39.3683620713067,-4.254586401006661
2262,8.95,48.0,447.214048,42.0,55.0,37.04236936669872,-5.758978300814849
2280,9.8,166.0,36830.859264,62.0,247.0,39.83326023254332,-5.987333027073463
2281,2.94,18.0,4316.878848,34.0,224.0,39.837386201493096,-5.991858605626268
2299,10.62,379.0,17130.902528,135.5,162.5,39.1320127097128,-0.6513842008178494
2303,15.0,506.0,546.642688,93.0,643.0,38.17420167411321,-2.79602526554133
2305,5.36,84.0,1481.090304,80.5,687.5,41.26256937133345,-1.7971617565805051
2324,0.66,11.0,93.868272,58.76,479.03,40.67091520979522,0.2339625773418685
2327,16.95,146.0,279.750336,37.0,548.0,42.92927333523907,-2.616773262678906
2338,8.69,72.0,145.88232,31.0,548.0,42.95787562586899,-2.654124565039617
2345,3.13,75.0,150.259136,64.0,1096.65,42.30445347166973,-3.368543580309157
2346,0.69,16.0,101.775696,76.5,748.5,42.24120720456789,-0.2785633946177027
2348,2.6,56.0,383.52288,69.45,924.45,41.003489263234094,-3.300901991541359
2350,7.88,163.0,1218.078336,75.0,369.0,37.638909758291504,-4.226586132421448
2351,1.12,25.0,176.86888,94.4,629.15,41.8757919443269,-1.7869726465350464
2362,73.0,1446.0,36273.119232,98.0,317.0,39.778107437626495,-5.611851236589237
2366,1.99,11.0,420.787296,50.7,700.4,37.80549109871721,-1.9646701866846692
2380,3.57,53.0,2459.515648,57.0,312.0,40.09903647170657,-6.250530197703743
2430,7.55,124.0,96.637864,60.0,834.0,40.53534594311056,-4.0472887454732245
2431,12.23,169.0,794.25024,67.0,836.0,41.99315495376055,-6.271478180749085
2441,6.29,34.0,1837.84448,25.5,643.0,38.76107427299845,-3.786599756182948
2449,2.63,17.0,12909.371392,27.0,110.4,42.35785934600723,-7.8514252719989885
2461,1.63,17.0,187.810496,48.5,547.5,37.63912726896464,-4.01175385029698
2463,9.08,32.0,16294.874112,21.5,601.5,39.059172560637,-3.9970007961095546
2470,1.13,20.0,53.111816,59.0,476.0,42.66097909606999,-7.42345702609492
2483,4.45,66.0,63164.862464,50.0,603.0,41.49118583277671,-6.08484393924688
2487,1.86,20.0,58.169872,41.5,1009.9,42.64847287739548,-6.072160670845286
2495,12.75,130.0,1021.744256,50.0,248.0,39.15195741946023,-6.866690083348353
2496,1.44,22.0,727.038912,50.5,906.0,40.94744917618512,-3.5629422814893696
2511,5.65,170.0,129.042656,96.0,235.0,36.860399690423,-4.164435327959245
2534,9.48,229.0,820.096384,86.5,253.5,38.06711086767208,-4.251098035456499
2536,35.84,1079.0,2192.31744,108.0,520.0,42.61533487582358,-1.183003685982476
2539,7.23,223.0,137.534864,82.0,357.0,36.85562189761178,-5.389723190850309
2560,9.85,178.0,837.592896,70.0,262.45,37.79752722137143,-6.27923247770453
2561,14.49,302.0,7672.210944,60.65,320.5,38.91725464226518,-5.479357104969671
3259,2.43,13.0,134.47576,39.0,719.55,38.558561,-3.629565
3499,43.37,184.0,146.143504,89.55,106.55,36.53539836570638,-4.960754567925874
